Name	Set	ImageFile	Cost	Element	Power	FirstCategory	SecondCategory	Type	Job	Effect	
Rinoa	Resurgence_of_Power	8-097R_eg.jpg	3	WATER	7000	D	VIII	Forward	Resistance Fighter	"[[i]]Warp 2 --[[/]] {WATER}[[br]]   When Rinoa enters the field, you may pay {X}. When you do so, choose 1 Forward o[[i]]f cost X o[[/]]r less. Put it into the Break Zone.[[br]]   [[s]]Angelo Cannon[[/]] {S}, reveal 1 Forward in your hand: Choose 1 Forward. Deal it damage equal to the power of the Forward you revealed."
Lunafreya	Resurgence_of_Power	8-098R_eg.jpg	7	WATER	5000	X	null	Forward	Oracle	"[[i]]Warp 4 --[[/]] {WATER}{WATER}[[br]]   When Lunafreya enters the field, draw 2 cards.[[br]]   When Lunafreya enters the field due to [[i]]Warp[[/]], draw 1 card."
Leo	Resurgence_of_Power	8-099C_eg.jpg	4	WATER	0	F	null	Backup	King	"[[ex]]EX BURST[[/]] When Leo enters the field, choose 1 Forward. Return it to its owner's hand. If you control 2 or more [[i]]Job Standard Unit[[/]], put it on top of its owner's deck instead."
Lenna	Resurgence_of_Power	00L_FL_eg.jpg	3	WATER	7000	V	null	Forward	Princess/Warrior of Light	All cards in your Break Zone cannot be removed from the game by your opponent's Summons or abilities.[[br]]   Remove 12 Water cards in the Break Zone from the game: Choose 1 Water Forward in your Break Zone. Play it onto the field. You can only use this ability during your turn.
Lenne	Resurgence_of_Power	8-101C_eg.jpg	2	WATER	0	X	null	Backup	Summoner	{1}{TAP}: Draw 1 card. You can only use this ability if you have cast a Summon this turn and only once per turn.
Wakka	Resurgence_of_Power	8-102C_eg.jpg	3	WATER	0	X	null	Backup	Blitzballer	"[[ex]]EX BURST[[/]] When Wakka enters the field, reveal the top 3 cards of your deck. Add 1 Water or [[i]]Category X[[/]] card among them to your hand and return the other cards to the bottom of your deck in any order."
Elena (FFBE)	Resurgence_of_Power	8-103H_eg.jpg	1	LIGHT	5000	F	null	Forward	Warrior of the Crystal	Brave[[br]]   {TAP}: Elena (FFBE) gains +3000 power until the end of the turn.[[br]]   {1}{TAP}: Draw 1 card. You can only use this ability once per turn.[[br]]   {3}{TAP}: Your opponent reveals their hand. Select 1 card from their hand. Your opponent discards this card. You can only use this ability during your turn.
Squall	Resurgence_of_Power	8-104H_eg.jpg	4	LIGHT	8000	D	VIII	Forward	SeeD Candidate	"If you control 2 or more [[i]]Category VIII[[/]] Characters, the cost required to cast Squall is reduced by 2.[[br]]   When Squall enters the field or attacks, choose 1 Character. Dull it and Freeze it. All the Forwards you control gain +1000 power until the end of the turn."
Ultimecia	Resurgence_of_Power	8-105H_eg.jpg	4	DARK	9000	V	null	Forward	Witch	The cost required for all players to cast cards other than a Backup is increased by 1.[[br]]   [[i]]Damage 5 --[[/]] The cost required for your opponent to cast cards other than a Backup is increased by 1.[[br]]   [[s]]Hell's Judgement[[/]] {S}{3}{TAP}: All the Forwards other than Ultimecia lose 8000 power until the end of the turn.
Sol (FFBE)	Resurgence_of_Power	8-106H_eg.jpg	3	DARK	9000	F	null	Forward	Sage of Hess	"At the beginning of the Attack Phase during each player's turn, select 1 of the 3 following actions. If you have received 5 points of damage or more, select up to 3 of the 3 following actions instead.[[br]]   ""Until the end of the turn, all the Forwards you control gain +1000 power and Brave."" ""All the Forwards opponent controls lose 2000 power until the end of the turn."" ""During this turn, your opponent cannot cast Summons."""
Akstar	Resurgence_of_Power	8-107L_eg.jpg	3	"FIRE,ICE"	8000	F	null	Forward	Warrior	"When Akstar enters the field, dull and Freeze all the Forwards other than cost 3.[[br]]   When Akstar enters the field, you may play 1 Fire or Ice Forward of cost 3 or less onto the field.[[br]]   When Akstar enters the field or attacks, choose 1 Forward opponent controls. Deal it 3000 damage for each Forward of cost 3 you control."
Caius	Resurgence_of_Power	8-108H_eg.jpg	2	"FIRE,ICE"	9000	D	XIII	Forward	Guardian of the Seeress	"Brave[[br]]   When Caius enters the field, discard your hand.[[br]]   When Caius attacks, select 1 of the 2 following actions.[[br]]   ""Your opponent discards 1 card.""[[br]]   ""Caius gains 'If Caius deals damage to a Forward or your opponent, double the damage instead.' until the end of the turn."""
Snow	Resurgence_of_Power	8-109C_eg.jpg	2	"FIRE,ICE"	5000	P	XIII	Forward	L'Cie	"When Snow enters the field or attacks, reveal the top 2 cards of your deck. Remove 1 [[i]]Category XIII[[/]] card among them from the game and return the other cards to the bottom of your deck in any order. You can cast it at any time you could normally cast it this turn.[[br]]   [[i]]Damage 3 --[[/]] Snow gains +3000 power and Haste."
Xande	Resurgence_of_Power	10H_FL_eg.jpg	4	"FIRE,EARTH"	8000	I	null	Forward	Dark Lord	"When Xande enters the field, choose up to the same number of Forwards opponent controls as the Characters put in the Break Zone from your field during this turn. Deal them 9000 damage.[[br]]   {FIRE}{EARTH}, put 5 Backups into the Break Zone: Play Xande onto the field. You can only use this ability during your turn and if Xande is in the Break Zone."
Basch	Resurgence_of_Power	11L_FL_eg.jpg	3	"FIRE,EARTH"	7000	X	null	Forward	Judge	"When Basch enters the field, you may receive 1 point of damage. When you do so, search for 1 Fire or Earth Character other than [[i]]Card Name Basch[[/]] and add it to your hand.[[br]]   [[i]]Damage 3 --[[/]] Basch gains +1000 power and Brave.[[br]]   [[i]]Damage 5 --[[/]] When Basch attacks, choose 1 Forward opponent controls. Deal it 8000 damage."
Leon	Resurgence_of_Power	8-112C_eg.jpg	2	"FIRE,EARTH"	9000	D	II	Forward	Warrior/Rebel	"Brave[[br]]   When Leon enters the field, Leon deals you 1 point of damage."
Cid Haze	Resurgence_of_Power	8-113H_eg.jpg	3	"ICE,WIND"	7000	I	null	Forward	Engineer	"When Cid Haze enters the field, during this turn, the cost required to cast your next card is reduced by 2.[[br]]   At the beginning of the Attack Phase during each of your turns, choose 2 Characters opponent controls. If you have cast 3 or more cards this turn, dull them and Freeze them."
Maria	Resurgence_of_Power	8-114C_eg.jpg	2	"ICE,WIND"	6000	D	II	Forward	Warrior/Rebel	"When Maria is put from the field into the Break Zone, select 1 of the 2 following actions.[[br]]   ""Your opponent reveals their hand. Select 1 card from their hand. Your opponent discards this card.""[[br]]   ""Activate all the Characters you control."""
Melvien	Resurgence_of_Power	15L_FL_eg.jpg	4	"ICE,WIND"	8000	X	null	Forward	Minister of Finance	"[[i]]Warp 1 --[[/]] {ICE}{WIND}[[br]]   When Melvien enters the field, choose up to 2 Backups and up to 2 other Backups. Activate the former and Freeze the latter.[[br]]   When Melvien is put from the field into the Break Zone, you may remove Melvien from the game. When you do so, place 2 Warp Counters on Melvien."
Sephiroth	Resurgence_of_Power	8-116L_eg.jpg	4	"ICE,LIGHTNING"	8000	V	null	Forward	War Hero	"Back Attack[[br]]   When Sephiroth enters the field, choose 1 dull Forward opponent controls. Break it.[[br]]   When Sephiroth attacks, select 1 of the 2 following actions.[[br]]   ""Your opponent discards 1 card.""[[br]]   ""Choose 1 Forward of cost 2 or less. Break it."""
Lightning	Resurgence_of_Power	8-117H_eg.jpg	4	"ICE,LIGHTNING"	8000	X	null	Forward	Savior	Haste[[br]]   {1}: Choose 1 Forward. Dull it. You can only use this ability while Lightning is attacking.[[br]]   {ICE}{LIGHTNING}: Choose 1 dull Forward. Break it. You can only use this ability while Lightning is attacking.[[br]]   {1}{TAP}: Your opponent discards 1 card. You can only use this ability during your turn and only once per turn.
Laguna	Resurgence_of_Power	8-118C_eg.jpg	5	"ICE,LIGHTNING"	9000	P	VIII	Forward	Marksman	"When Laguna enters the field or attacks, select 1 of the 2 following actions.[[br]]   ""Choose 1 active Forward. Deal it 5000 damage.""[[br]]   ""Choose 1 Forward. Dull it.""[[br]]   [[s]]Satellite Laser[[/]] {S}{ICE}{LIGHTNING}: Choose 1 Forward. Deal it 9000 damage."
Chelinka	Resurgence_of_Power	8-119C_eg.jpg	2	"WIND,EARTH"	7000	F	null	Forward	Lay Crystal User	"When Chelinka enters the field, choose 1 Monster opponent controls. Break it."
Tifa	Resurgence_of_Power	8-120H_eg.jpg	3	"WIND,EARTH"	8000	D	VII	Forward	Martial Artist	"If Tifa is dealt damage, reduce the damage by 2000 instead.[[br]]   When Tifa enters the field, you may pay {2}. When you do so, choose 1 Forward opponent controls. Tifa and the chosen Forward deal damage equal to their respective power to the other.[[br]]   [[s]]Meteor Strike[[/]] {S}{WIND}{EARTH}{2}: Choose up to 3 Forwards. Deal them 8000 damage."
Fran	Resurgence_of_Power	21L_FL_eg.jpg	3	"WIND,EARTH"	8000	X	null	Forward	Sky Pirate	"If you control a [[i]]Card Name Balthier[[/]], Fran gains +1000 power and Brave.[[br]]   When Fran enters the field or attacks, you may play 1 [[i]]Category XII[[/]] Character of cost 4 or less from your hand onto the field."
Vanille	Resurgence_of_Power	8-122H_eg.jpg	2	"EARTH,LIGHTNING"	5000	D	XIII	Forward	L'Cie	"Dull active Vanille: Choose 1 opponent's auto-ability. If your opponent doesn't pay {2}, cancel its effect.[[br]]   {TAP}, put Vanille into the Break Zone: Choose 1 Backup in your Break Zone. Add it to your hand."
Sonon	Resurgence_of_Power	8-123L_eg.jpg	4	"EARTH,LIGHTNING"	8000	V	null	Forward	Warrior	"Back Attack[[br]]   You can remove 1 Earth Backup you control and 1 Lightning Backup you control from the game (instead of paying the CP cost) to cast Sonon.[[br]]   [[ex]]EX BURST[[/]] When Sonon enters the field, choose 1 Forward and up to 1 other Forward. Until the end of the turn, the former gains +5000 power and the latter loses 5000 power."
Billy Bob	Resurgence_of_Power	8-124C_eg.jpg	3	"EARTH,LIGHTNING"	8000	V	null	Forward	AVALANCHE Operative	"When Billy Bob enters the field, choose 1 Forward other than [[i]]Card Name Billy Bob[[/]] in your Break Zone. Add it to your hand."
Onion Knight	Resurgence_of_Power	8-125H_eg.jpg	3	"LIGHTNING,WATER"	8000	D	III	Forward	Onion Knight/Warrior of Light	"When Onion Knight enters the field, select 1 of the 2 following actions.[[br]]   ""Choose 1 damaged Forward. Break it.""[[br]]   ""Choose 1 Forward opponent controls. Return it to its owner's hand.""[[br]]   When Onion Knight is put from the field into the Break Zone, you may pay {1}. When you do so, search for 1 [[i]]Card Name Onion Knight[[/]] and play it onto the field."
Lightning	Resurgence_of_Power	8-126L_eg.jpg	2	"LIGHTNING,WATER"	7000	X	null	Forward	Savior	"Haste [[br]]   When Lightning enters the field, choose 1 Forward opponent controls. Dull it. Draw 1 card.[[br]]   {LIGHTNING}{WATER}, remove 1 [[i]]Card Name Lightning[[/]] and 1 [[i]]Card Name Odin[[/]] in the Break Zone from the game: Play Lightning onto the field. You can only use this ability during your turn and if Lightning is in the Break Zone."
Lilisette	Resurgence_of_Power	8-127C_eg.jpg	2	"LIGHTNING,WATER"	5000	X	null	Forward	Dancer	"When Lilisette enters the field, choose 1 Forward of cost 2 or less opponent controls. Put it into the Break Zone.[[br]]   [[s]]Sensual Dance[[/]] {S}{TAP}: All the Forwards opponent controls lose 4000 power until the end of the turn."
Arciela	Resurgence_of_Power	28H_FL_eg.jpg	3	"WATER,FIRE"	7000	X	null	Forward	Red Mage	"At the beginning of the Attack Phase during each of your turns, you may reveal any number of cards from your hand. When you reveal 3 or more Fire cards, choose 1 Forward. Deal it 7000 damage. When you reveal 3 or more Water cards, draw 1 card. (If you reveal 3 or more cards of each Element, both effects will be triggered.)"
Jecht	Resurgence_of_Power	8-129C_eg.jpg	4	"WATER,FIRE"	9000	D	X	Forward	Guardian	"{FIRE}{WATER}: Until the end of the turn, Jecht gains Haste, First Strike and Brave. You can only use this ability during your turn.[[br]]   [[s]]Jecht Beam[[/]] {S}{TAP}: Choose 1 Forward. Deal it 8000 damage."
Firion	Resurgence_of_Power	30L_FL_eg.jpg	2	"WATER,FIRE"	5000	D	II	Forward	Warrior/Rebel	"If you control 5 or more Characters, Firion gains Haste and ""When Firion attacks, draw 1 card.""[[br]]   Discard 1 card: If the discarded card is of Fire Element, until the end of the turn, Firion gains +2000 power and First Strike. If the discarded card is of Water Element, Firion gains +2000 power until the end of the turn and activate Firion."
	Resurgence_of_Power	/C-006_eg.jpg	0	null	0	X	null	Crystal		
Iedolas	Resurgence_of_Power	8-131S_eg.jpg	6	FIRE	0	X	null	Backup	Emperor	"When Iedolas enters the field, choose 1 Fire Forward of cost 4 or less in your Break Zone. Play it onto the field.[[br]]   {TAP}, put Iedolas into the Break Zone: Choose 1 Forward. Deal it 7000 damage."
Ravus	Resurgence_of_Power	8-132S_eg.jpg	4	FIRE	8000	X	null	Forward	Captain	"When Ravus enters the field, you may remove 2 [[i]]Job Captain[[/]] in your Break Zone from the game. When you do so, choose 1 Forward. Deal it 10000 damage.[[br]]   [[i]]Damage 3 --[[/]] Ravus gains +1000 power."
Ignis	Resurgence_of_Power	8-133S_eg.jpg	4	WIND	8000	X	null	Forward	Retainer	"The [[i]]Card Name Noctis[[/]], [[i]]Card Name Gladiolus[[/]] and [[i]]Card Name Prompto[[/]] you control gain ""This Character cannot be chosen by your opponent's abilities.""[[br]]   When Ignis or a [[i]]Card Name Noctis[[/]] you control attacks, activate all the Characters you control."
Prompto	Resurgence_of_Power	8-134S_eg.jpg	2	WIND	5000	X	null	Forward	Retainer	"If you control a [[i]]Card Name Noctis[[/]], Prompto gains +3000 power and Haste.[[br]]   When Prompto attacks, if you control a [[i]]Card Name Ignis[[/]] and [[i]]Card Name Gladiolus[[/]], draw 2 cards.[[br]]   [[i]]Damage 3 --[[/]] When Prompto enters the field, you may search for 1 [[i]]Card Name Noctis[[/]], [[i]]Card Name Ignis[[/]] or [[i]]Card Name Gladiolus [[/]]and add it to your hand."
Gladiolus	Resurgence_of_Power	8-135S_eg.jpg	5	EARTH	9000	X	null	Forward	Retainer	"If you control a [[i]]Card Name Noctis[[/]], the cost required to cast Gladiolus is reduced by 3.[[br]]   If Gladiolus deals damage to a Forward, the damage increases by 2000 instead.[[br]]   [[i]]Damage 3 --[[/]] Gladiolus gains +1000 power and Brave."
Titan	Resurgence_of_Power	8-136S_eg.jpg	3	EARTH	0	X	null	Summon		"If you cast Titan, you may remove 1 Forward in your Break Zone from the game as an extra cost.[[br]]   Choose 1 Forward. Deal it damage equal to the power of the Forward removed by the extra cost."
Aranea	Resurgence_of_Power	8-137S_eg.jpg	6	LIGHTNING	9000	X	null	Forward	Dragoon	"Haste First Strike[[br]]   [[ex]]EX BURST[[/]] When Aranea enters the field, choose 1 Forward of cost 3 or less opponent controls. Break it.[[br]]   [[i]]Damage 5 --[[/]] When Aranea enters the field, choose 1 Forward of cost 5 or less opponent controls. Break it."
Glauca	Resurgence_of_Power	8-138S_eg.jpg	3	LIGHTNING	7000	X	null	Forward	Captain	"When Glauca is put from the field into the Break Zone, you may search for 2 [[i]]Job Captain [[/]]with different names and add them to your hand.[[br]]   {TAP}, put Glauca into the Break Zone: Choose up to 2 Forwards. Dull them."
Noctis	Resurgence_of_Power	39S_FL_eg.jpg	4	"WIND,EARTH"	7000	X	null	Forward	Prince	"[[ex]]EX BURST[[/]] When Noctis enters the field, you may search for 1 [[i]]Job Retainer[[/]] and add it to your hand.[[br]]   When a Wind or Earth Forward other than Noctis enters your field, choose 1 Forward opponent controls. The Forward that entered the field deals damage equal to its power to the chosen Forward. This effect will trigger only once per turn."
Ardyn	Resurgence_of_Power	40S_FL_eg.jpg	4	"LIGHTNING,FIRE"	9000	X	null	Forward	Chief Minister	"Brave[[br]]   When a Forward is put from the field into the Break Zone, during this turn, the cost required to cast your next Forward is reduced by 5 (it cannot become 0). This effect will trigger only once per turn.[[br]]   [[s]]Royal Retribution[[/]] {S}{FIRE}{LIGHTNING}{TAP}: Choose 1 Forward. It loses all its abilities until the end of the turn. Break it."
Ifrit	From_Nightmares	9-001R_eg.jpg	3	FIRE	0	I	null	Summon		"If a Fire Forward has entered your field this turn, the cost required to cast Ifrit is reduced by 3.[[br]]   Choose 1 Forward. Deal it 7000 damage."
Ace	From_Nightmares	9-002L_eg.jpg	1	FIRE	9000	D	TYPE-0	Forward	Class Zero Cadet	"When Ace enters the field, if you don't remove 5 Fire cards from your Break Zone from the game, put Ace into the Break Zone.[[br]]   When Ace attacks, choose 1 Forward opponent controls. Deal it 10000 damage.[[br]]   [[s]]Spiral Gambit[[/]] {S}: Until the end of the turn, Ace gains Brave and ""Ace can attack twice in the same turn."""
Edgar	From_Nightmares	9-003R_eg.jpg	2	FIRE	0	V	null	Backup	King	"{FIRE}{2}{TAP}, put Edgar into the Break Zone: Choose 1 [[i]]Card Name Sabin[[/]] of cost 4 or less in your Break Zone. Play it onto the field.[[br]]   [[s]]Auto Crossbow[[/]] {S}{TAP}: Choose up to 3 Forwards. Deal them 5000 damage."
Kukki-Chebukki	From_Nightmares	9-004R_eg.jpg	3	FIRE	6000	X	null	Forward	Black Mage	"{TAP}: Choose 1 Forward. Deal it 2000 damage. If it is put from the field into the Break Zone this turn, remove it from the game instead."
Sazh	From_Nightmares	9-005C_eg.jpg	2	FIRE	5000	D	XIII	Forward	L'Cie	"When Sazh enters the field, you may search for 1 [[i]]Card Name Dajh[[/]] and add it to your hand."
Tifa	From_Nightmares	9-006C_eg.jpg	5	FIRE	9000	T	VII	Forward	Martial Artist	[[i]]Warp 3 --[[/]] {FIRE}{1}[[br]]   Brave[[br]]   Tifa can attack twice in the same turn.
Dajh	From_Nightmares	9-007C_eg.jpg	2	FIRE	0	X	null	Backup	L'Cie	"[[ex]]EX BURST[[/]] When Dajh enters the field, you may discard 1 card. If you do so, draw 1 card.[[br]]   The[[i]] Card Name Sazh[[/]] you control gains +1000 power and First Strike."
Buffasaur	From_Nightmares	9-008R_eg.jpg	2	FIRE	0	F	null	Monster	Buffasaur	"When a Forward of your opponent enters the field, you may put Buffasaur into the Break Zone. When you do so, deal it 8000 damage. Buffasaur deals you 1 point of damage."
Bomb	From_Nightmares	9-009C_eg.jpg	2	FIRE	5000	I	null	Monster	Bomb	"If you control 3 or more Fire Backups, Bomb also becomes a Forward with 5000 power and ""When Bomb is put from the field into the Break Zone, choose 1 Forward. Deal it 2000 damage.""[[br]]   When Bomb enters the field, you may dull 2 active Fire Backups you control. When you do so, search for 1 [[i]]Card Name Bomb[[/]] of cost 2 or less and play it onto the field."
Sabin	From_Nightmares	9-010H_eg.jpg	4	FIRE	8000	V	null	Forward	Monk	"If you control 4 or more [[i]]Category VI[[/]] Characters, the cost required to cast Sabin is reduced by 2.[[br]]   When Sabin enters the field, choose up to the same number of Forwards opponent controls as the [[i]]Category VI [[/]]Characters put in the Break Zone from your field during this turn. Deal them 8000 damage."
Miyu	From_Nightmares	9-011C_eg.jpg	4	FIRE	0	T	null	Backup	Agito Cadet	"When Miyu enters the field, you may search for 1 [[i]]Job Agito Cadet[[/]] and add it to your hand."
Monk	From_Nightmares	9-012C_eg.jpg	2	FIRE	0	F	null	Backup	Standard Unit	"{TAP}, put Monk into the Break Zone: Choose 1 attacking Forward. It gains +4000 power until the end of the turn.[[br]]   [[i]]Damage 3 --[[/]] When Monk enters the field, choose 1 Forward. Deal it 7000 damage."
Lilty	From_Nightmares	9-013C_eg.jpg	4	FIRE	8000	F	null	Forward	Standard Unit	"Brave[[br]]   When Lilty enters the field, choose 1 Forward. If the cost to cast Lilty was paid with CP of 3 or more different Elements, deal it 8000 damage."
Luneth	From_Nightmares	9-014C_eg.jpg	4	FIRE	0	I	null	Backup	Warrior of Light	"When Luneth enters the field, deal 5000 damage to all the Forwards opponent controls."
Ruby Weapon	From_Nightmares	9-015R_eg.jpg	6	FIRE	9000	M	VII	Forward	Weapon	"If Ruby Weapon is dealt damage, the damage becomes 1000 instead.[[br]]   When Ruby Weapon blocks, dull Ruby Weapon.[[br]]   [[s]]Whirlsand[[/]] {S}: Choose 1 Forward. Remove it from the game. You can only use this ability if your opponent controls 2 or more Forwards."
Laragorn	From_Nightmares	9-016H_eg.jpg	4	FIRE	6000	V	null	Forward	Dream Stooge	"When Laragorn enters the field, you may search for 1 [[i]]Card Name Moebius[[/]] or [[i]]Card Name Curlax[[/]] and play it onto the field.[[br]]   {FIRE}{ICE}{LIGHTNING}{TAP}: Choose 1 [[i]]Card Name Moebius[[/]] or [[i]]Card Name Curlax[[/]] in your Break Zone. Play it onto the field."
Leon	From_Nightmares	9-017R_eg.jpg	3	FIRE	5000	I	null	Forward	Warrior/Rebel	"If you control 4 or more [[i]]Job Rebel[[/]], Leon gains +4000 power and Haste.[[br]]   When Leon enters the field, you may search for 1 [[i]]Card Name Maria[[/]] and add it to your hand."
Waltrill	From_Nightmares	9-018R_eg.jpg	2	ICE	5000	F	null	Forward	Yuke	"At the end of each of your turns, gain {C}."
Vincent	From_Nightmares	9-019R_eg.jpg	3	ICE	7000	D	VII	Forward	Gunslinger	"When Vincent enters the field, choose up to 3 Backups. Freeze them.[[br]]   {TAP}: Choose 1 Character. Freeze it.[[br]]   [[s]]Nightmare Shot[[/]] {S}{ICE}{TAP}: Choose 1 Forward. Deal it 8000 damage."
Umaro	From_Nightmares	9-020H_eg.jpg	4	ICE	8000	V	null	Forward	Yeti	Brave[[br]]   Put Umaro into the Break Zone: Choose 1 Forward. Deal it damage equal to Umaro's power.[[br]]   Discard 2 [[i]]Category VI[[/]] Characters: Play Umaro onto the field dull. You can only use this ability during your Main Phase and if Umaro is in the Break Zone.
Cloud of Darkness	From_Nightmares	9-021C_eg.jpg	5	ICE	9000	D	III	Forward	Wraith	"When Cloud of Darkness enters the field, choose 1 Monster opponent controls. Break it.[[br]]   [[i]]Damage 3 --[[/]] Cloud of Darkness gains Brave."
Shiva	From_Nightmares	9-022R_eg.jpg	4	ICE	0	F	null	Summon		"If an Ice Forward has entered your field this turn, the cost required to cast Shiva is reduced by 4.[[br]]   Choose 1 Forward opponent controls. Dull it and Freeze it. Draw 1 card."
Snow	From_Nightmares	9-023C_eg.jpg	4	ICE	8000	D	XIII	Forward	Sentinel/L'Cie	"If your opponent has 1 card or less in their hand, Snow gains +2000 power.[[br]]   When Snow blocks, your opponent discards 1 card."
Sarah (MOBIUS)	From_Nightmares	9-024L_eg.jpg	2	ICE	8000	M	null	Forward	Twilight Queen	"Sarah (MOBIUS) cannot attack or block.[[br]]   {TAP}: Choose 1 Forward. It gains +2000 power until the end of the turn.[[br]]   {TAP}: Choose 2 Forwards. Dull them.[[br]]   {TAP}: Choose 1 opponent's auto-ability. If your opponent doesn't pay {2}, cancel its effect."
Sephiroth	From_Nightmares	9-025R_eg.jpg	6	ICE	0	V	null	Backup	War Hero	"Back Attack[[br]]   The cost required to cast Sephiroth is reduced by 1 for each point of damage you have received.[[br]]   When Sephiroth enters the field, choose 1 dull Forward. Break it."
Curlax	From_Nightmares	9-026H_eg.jpg	3	ICE	6000	V	null	Forward	Dream Stooge	"When a [[i]]Job Dream Stooge[[/]] you control is put from the field into the Break Zone, your opponent discards 1 card.[[br]]   {0}: Choose 1 Forward. Dull it and Freeze it. You can only use this ability if you control a[[i]] Card Name Moebius[[/]] and [[i]]Card Name Laragorn[[/]] and only once per turn."
Chocobo Eater	From_Nightmares	9-027R_eg.jpg	1	ICE	0	X	null	Monster	Chocobo Eater	"When Chocobo Eater enters the field, choose 1 Forward of cost 2 or less opponent controls. Remove it from the game for as long as Chocobo Eater is on the field."
Terra	From_Nightmares	9-028C_eg.jpg	4	ICE	0	D	VI	Backup	Magitek Knight	"[[ex]]EX BURST[[/]] When Terra enters the field, select 1 of the 2 following actions.[[br]]   ""Choose 1 dull Forward. Deal it 8000 damage.""[[br]]   ""Choose 1 Summon in your Break Zone. Add it to your hand.""[[br]]"
Tohno	From_Nightmares	9-029C_eg.jpg	2	ICE	0	T	null	Backup	Agito Cadet	"When Tohno enters the field, choose 1 Forward. Freeze it.[[br]]   {TAP}, put Tohno into the Break Zone: Your opponent discards 1 card. You can only use this ability during your turn."
Norschtalen	From_Nightmares	9-030R_eg.jpg	2	ICE	5000	F	null	Forward	Yuke	"When Norschtalen enters the field, select 1 of the 2 following actions.[[br]]   ""Choose 1 [[i]]Category FFCC[[/]] Forward other than[[i]] Card Name Norschtalen[[/]] in your Break Zone. Add it to your hand.""[[br]]   ""Choose 1 [[i]]Card Name Waltrill[[/]] Forward in your Break Zone. Play it onto the field."""
Flan	From_Nightmares	9-031C_eg.jpg	1	ICE	3000	I	null	Monster	Flan	"When Flan is put from the field into the Break Zone, you may search for 1 [[i]]Card Name Flan[[/]] and add it to your hand.[[br]]   {0}: Until the end of the turn, Flan also becomes a Forward with 3000 power. You can only use this ability during your turn and only once per turn."
Yuke	From_Nightmares	9-032C_eg.jpg	4	ICE	8000	F	null	Forward	Standard Unit	"First Strike[[br]]   When Yuke enters the field, choose 1 dull Forward. If the cost to cast Yuke was paid with CP of 3 or more different Elements, break it."
Lean	From_Nightmares	9-033C_eg.jpg	3	ICE	0	T	null	Backup	Scientist	"When Lean enters the field, if your opponent has 1 card or less in their hand, you may search for 1 card and add it to your hand."
Nu Mou	From_Nightmares	9-034C_eg.jpg	2	ICE	0	X	null	Backup	Standard Unit	"{TAP}, put Nu Mou into the Break Zone: Choose 1 Character. Dull it and Freeze it.[[br]]   [[i]]Damage 3 --[[/]] When Nu Mou enters the field, your opponent discards 1 card."
Alexander	From_Nightmares	9-035R_eg.jpg	4	WIND	0	F	null	Summon		"If a Wind Forward has entered your field this turn, the cost required to cast Alexander is reduced by 4.[[br]]   Select 1 of the 2 following actions.[[br]]   ""Choose 1 Forward of cost 5 or more. Break it.""[[br]]   ""Choose 1 Monster. Break it. Draw 1 card."""
Vayne	From_Nightmares	9-036L_eg.jpg	4	WIND	8000	X	null	Forward	Consul	"When Vayne enters the field or at the beginning of your Main Phase 1 during each of your turns, choose 1 card removed from the game with a Warp Counter on it. You may remove 1 Warp Counter from it.[[br]]   When a Warp Counter is removed from any player's card, draw 1 card. This effect will trigger only once per turn."
Wol	From_Nightmares	9-037R_eg.jpg	2	WIND	5000	M	null	Forward	Moogle Suit	"When Wol enters the field, if there are exactly 3 different Elements among Characters you control, you may search for 1 Multi-Element Forward and add it to your hand."
Evrae	From_Nightmares	9-038R_eg.jpg	1	WIND	0	X	null	Monster	Evrae	{0}: Choose 1 Backup you control. Activate it. You can only use this ability during your turn and only once per turn.
Emerald Weapon	From_Nightmares	9-039R_eg.jpg	5	WIND	9000	M	VII	Forward	Weapon	"When Emerald Weapon is discarded from your hand due to your opponent's Summons or abilities, you may pay {1}. If you do so, play Emerald Weapon from your Break Zone onto the field.[[br]]   [[s]]Emerald Big Bang[[/]] {S}{WIND}{WIND}{WIND}{TAP}: Deal 2000 damage for each Backup your opponent controls to all the Forwards opponent controls."
Thief	From_Nightmares	9-040C_eg.jpg	4	WIND	8000	I	null	Forward	Standard Unit	"If Thief is dealt damage by your opponent's abilities, the damage becomes 0 instead.[[br]]   When Thief enters the field, if the cost to cast Thief was paid with CP of 3 or more different Elements, your opponent puts the top 3 cards of their deck into the Break Zone."
Cid Highwind	From_Nightmares	9-041H_eg.jpg	2	WIND	5000	V	null	Forward	Engineer	"{TAP}, return 1 [[i]]Category VII[[/]] Character other than Cid Highwind to its owner's hand: Choose 2 Characters. Activate them. You can only use this ability once per turn."
White Mage	From_Nightmares	9-042C_eg.jpg	2	WIND	0	I	null	Backup	Standard Unit	"{1}{TAP}, put White Mage into the Break Zone: Choose 1 Multi-Element Forward in your Break Zone. Add it to your hand.[[br]]   [[i]]Damage 3 --[[/]] When White Mage enters the field, choose up to 2 Backups. Activate them.[[br]]"
Zu	From_Nightmares	9-043C_eg.jpg	2	WIND	8000	X	null	Monster	Zu	"When a dull Character you control is activated due to your Summons or abilities, until the end of the turn, Zu also becomes a Forward with 8000 power. This effect will trigger only once per turn."
Sarah (MOBIUS)	From_Nightmares	9-044R_eg.jpg	3	WIND	0	M	null	Backup	Raven Peeress	The[[i]] Category MOBIUS[[/]] Forwards you control gain +1000 power.
